date,fact_v,fact_d,fact_t,fact_w,fact_p,OT
2021/11/12 13:00,6.4,17.9,20.4,53.7,997.9,69.5552
2021/11/12 13:15,6.8,17.0,20.6,54.0,1002.3,71.4349
2021/11/12 13:30,6.5,16.1,20.8,54.2,1006.9,66.4303
2021/11/12 13:45,7.0,15.9,20.7,52.8,997.3,67.2725
2021/11/12 14:00,6.8,16.0,21.0,53.1,1004.7,65.1904
2021/11/12 14:15,7.1,16.1,21.0,53.3,1007.5,60.5088
2021/11/12 14:30,6.6,15.9,20.8,52.7,996.9,61.1626
2021/11/12 14:45,6.6,16.0,20.8,51.9,1000.7,60.3319
2021/11/12 15:00,7.0,15.9,20.7,51.8,998.0,58.8667
2021/11/12 15:15,7.1,16.1,20.8,52.3,1007.7,53.6378
2021/11/12 15:30,7.1,15.9,20.5,51.7,997.0,59.3102
2021/11/12 15:45,6.8,14.9,20.4,52.8,996.5,63.1937
2021/11/12 16:00,7.3,14.9,20.3,52.8,997.0,58.6678
2021/11/12 16:15,7.4,14.9,20.0,53.5,991.9,57.941
2021/11/12 16:30,7.1,15.1,20.2,55.5,1010.0,56.5259
2021/11/12 16:45,7.0,16.9,19.6,55.7,994.9,50.0245
2021/11/12 17:00,6.8,17.1,19.6,57.2,1004.0,56.9105
2021/11/12 17:15,7.1,16.9,19.1,57.6,994.6,47.2886
2021/11/12 17:30,7.1,16.9,18.7,58.5,992.8,38.7666
2021/11/12 17:45,6.9,17.9,18.4,59.6,994.6,43.5565
2021/11/12 18:00,7.4,18.0,18.2,61.1,1003.2,49.9118
2021/11/12 18:15,7.7,18.9,17.8,60.7,997.0,46.1894
2021/11/12 18:30,7.6,19.1,17.8,61.2,1005.4,50.3853
2021/11/12 18:45,8.1,19.2,17.7,62.6,1012.0,57.9691
2021/11/12 19:00,7.9,18.9,17.2,61.5,995.4,61.1934
2021/11/12 19:15,8.8,17.0,16.8,59.9,1001.6,67.0947
2021/11/12 19:30,8.7,18.1,16.8,60.2,1006.5,67.7688
2021/11/12 19:45,9.1,18.0,16.6,60.1,1005.2,72.5798
2021/11/12 20:00,9.5,18.9,16.4,59.5,996.4,75.2699
2021/11/12 20:15,9.5,19.2,16.5,60.6,1013.6,80.2199
2021/11/12 20:30,9.4,19.1,16.3,61.5,1011.7,77.5746
2021/11/12 20:45,9.4,20.1,16.0,61.2,1006.8,77.2218
2021/11/12 21:00,8.9,20.1,16.0,62.4,1010.5,74.932
2021/11/12 21:15,9.2,20.0,15.7,61.9,1002.4,75.1802
2021/11/12 21:30,9.0,21.1,15.7,63.4,1010.2,75.6369
2021/11/12 21:45,9.3,20.8,15.4,62.5,996.7,72.1626
2021/11/12 22:00,8.8,22.2,15.5,64.6,1013.7,72.9397
2021/11/12 22:15,9.0,21.8,15.1,63.4,995.9,76.7378
2021/11/12 22:30,8.5,22.2,15.2,64.6,1014.1,77.5852
2021/11/12 22:45,9.3,22.2,15.0,65.6,1013.5,81.5927
2021/11/12 23:00,9.3,22.2,14.9,65.5,1011.5,79.8204
2021/11/12 23:15,9.3,21.1,14.6,65.2,1006.6,83.5551
2021/11/12 23:30,8.6,19.9,14.4,64.8,1000.1,82.8115
2021/11/12 23:45,8.8,18.9,14.3,64.7,998.7,84.6463
2021/11/13 0:00,9.5,17.9,14.2,64.5,995.7,85.3354
2021/11/13 0:15,9.8,16.9,14.1,64.6,997.4,82.6558
2021/11/13 0:30,9.2,16.0,14.1,63.8,1001.4,81.9958
2021/11/13 0:45,9.1,16.0,14.0,64.2,1007.0,81.202
2021/11/13 1:00,9.1,15.0,13.9,63.1,1005.1,77.3326
2021/11/13 1:15,9.2,14.1,14.0,63.6,1013.0,79.0539
2021/11/13 1:30,8.8,13.1,13.9,63.5,1011.4,80.9054
2021/11/13 1:45,8.5,12.9,13.6,61.7,999.6,85.5747
2021/11/13 2:00,9.1,12.0,13.6,62.2,1007.3,85.1365
2021/11/13 2:15,8.9,12.0,13.6,62.0,1004.3,86.0288
2021/11/13 2:30,9.3,10.9,13.5,60.7,998.8,82.3654
2021/11/13 2:45,8.8,10.0,13.7,61.2,1006.6,80.6731
2021/11/13 3:00,9.2,10.0,13.6,59.7,998.0,81.9562
2021/11/13 3:15,8.5,10.0,13.8,60.3,1007.8,82.4446
2021/11/13 3:30,8.6,10.0,13.7,59.0,1003.3,84.7176
2021/11/13 3:45,8.5,10.1,13.9,59.5,1011.5,84.7405
2021/11/13 4:00,9.1,10.1,13.9,58.4,1010.7,86.9264
2021/11/13 4:15,9.2,9.9,13.7,57.6,995.7,81.5144
2021/11/13 4:30,10.7,6.0,13.9,57.5,1012.2,81.7828
2021/11/13 4:45,10.0,6.0,13.8,56.6,997.3,74.969
2021/11/13 5:00,10.2,5.0,13.9,55.9,1002.7,59.6006
2021/11/13 5:15,10.3,5.0,13.9,56.0,1004.1,47.1284
2021/11/13 5:30,9.9,5.0,13.7,55.8,1000.1,41.9848
2021/11/13 5:45,9.8,5.0,13.6,54.8,1000.0,34.8225
2021/11/13 6:00,9.6,5.9,13.5,54.5,994.5,43.501
2021/11/13 6:15,9.9,6.0,13.7,55.3,1008.8,48.1967
2021/11/13 6:30,9.7,5.9,13.4,54.5,995.6,54.787
2021/11/13 6:45,9.3,7.0,13.6,54.4,1010.9,53.2866
2021/11/13 7:00,9.4,6.9,13.3,53.5,994.2,51.1306
2021/11/13 7:15,9.1,7.0,13.4,55.1,1005.3,53.0473
2021/11/13 7:30,9.6,7.0,13.4,55.7,997.9,56.4212
2021/11/13 7:45,9.4,6.9,13.5,56.5,994.3,68.3294
2021/11/13 8:00,9.1,7.0,13.7,58.0,1003.7,76.8187
2021/11/13 8:15,8.9,8.0,13.8,57.7,998.1,72.439
2021/11/13 8:30,8.3,7.0,14.3,58.1,1005.5,63.1646
2021/11/13 8:45,8.1,7.0,14.7,58.9,1002.7,56.5356
2021/11/13 9:00,7.3,7.1,15.2,59.5,1012.0,45.3957
2021/11/13 9:15,7.5,8.0,15.6,58.2,1007.6,37.1554
2021/11/13 9:30,7.2,8.0,15.8,56.7,999.5,47.8738
2021/11/13 9:45,7.4,9.0,16.2,54.7,998.9,49.3266
2021/11/13 10:00,7.2,10.0,16.7,54.1,1006.6,44.0202
2021/11/13 10:15,7.2,10.0,17.1,53.1,1005.0,42.0781
2021/11/13 10:30,7.4,11.0,17.4,53.1,1005.2,36.388
2021/11/13 10:45,7.3,11.9,17.6,51.8,999.5,27.4657
2021/11/13 11:00,7.5,13.0,18.0,51.9,1002.3,36.2058
2021/11/13 11:15,7.3,12.9,18.0,51.5,995.1,32.0012
2021/11/13 11:30,6.9,12.9,18.3,50.6,995.7,31.6114
2021/11/13 11:45,7.2,14.1,18.8,51.2,1007.8,27.2448
2021/11/13 12:00,7.2,14.1,19.1,50.2,1008.0,20.1942
2021/11/13 12:15,7.0,14.0,19.2,49.9,1000.7,25.4751
2021/11/13 12:30,7.0,13.9,19.3,48.7,996.2,20.3746
2021/11/13 12:45,7.0,15.1,19.6,49.3,1008.3,20.2233
2021/11/13 13:00,7.3,15.1,19.8,48.2,1006.8,18.5962
2021/11/13 13:15,6.8,15.1,20.0,48.2,1007.1,13.867
2021/11/13 13:30,7.0,16.0,20.0,48.0,1001.7,13.7641
2021/11/13 13:45,6.6,18.0,20.1,48.0,1000.5,14.3132
2021/11/13 14:00,6.7,18.9,20.1,47.7,993.7,16.2897
2021/11/13 14:15,6.7,19.2,20.4,48.4,1008.1,15.1941
2021/11/13 14:30,6.1,19.0,20.2,48.1,1002.3,17.2867
2021/11/13 14:45,6.1,19.9,20.2,46.7,994.0,23.4423
2021/11/13 15:00,6.3,19.9,20.2,46.7,994.7,23.4274
2021/11/13 15:15,6.5,20.2,20.5,47.4,1009.0,26.3322
2021/11/13 15:30,6.0,20.2,20.4,48.4,1008.3,30.815
2021/11/13 15:45,6.3,19.9,20.0,47.8,994.8,22.0748
2021/11/13 16:00,5.7,20.9,19.9,48.7,994.1,24.0935
2021/11/13 16:15,6.0,21.0,19.8,49.9,997.8,25.4654
2021/11/13 16:30,5.7,19.9,19.5,50.8,995.6,23.1466
2021/11/13 16:45,5.4,20.1,19.4,52.2,1004.5,21.6788
2021/11/13 17:00,5.5,20.1,19.2,53.3,1006.4,22.5139
2021/11/13 17:15,5.3,21.1,18.9,55.2,1003.2,21.9243
2021/11/13 17:30,5.5,22.2,18.4,56.4,1007.4,18.1922
2021/11/13 17:45,5.6,22.1,18.0,57.3,1004.5,20.5084
2021/11/13 18:00,6.1,23.2,17.5,58.5,1007.9,22.007
2021/11/13 18:15,5.8,25.1,17.2,59.3,1005.9,20.2717
2021/11/13 18:30,6.1,25.0,16.8,60.0,999.4,23.9818
2021/11/13 18:45,6.5,26.2,16.7,61.5,1009.2,23.1246
2021/11/13 19:00,6.6,26.2,16.4,62.4,1007.3,27.1216
2021/11/13 19:15,6.9,15.0,16.4,60.0,1001.6,27.1366
2021/11/13 19:30,7.1,14.1,16.4,60.4,1008.4,25.1293
2021/11/13 19:45,7.3,12.9,16.1,60.5,993.8,26.2592
2021/11/13 20:00,7.3,12.1,16.2,61.3,1007.3,29.077
2021/11/13 20:15,7.4,11.1,16.1,61.3,1007.2,33.2693
2021/11/13 20:30,7.9,10.0,16.0,61.3,1006.7,38.4085
2021/11/13 20:45,7.7,9.1,15.9,62.4,1008.7,45.6852
2021/11/13 21:00,7.9,8.0,15.6,61.7,997.4,49.9638
2021/11/13 21:15,8.2,8.0,15.6,61.9,1000.7,55.3274
2021/11/13 21:30,8.1,7.0,15.5,61.8,1000.0,63.6522
2021/11/13 21:45,7.9,6.0,15.5,62.2,1006.4,67.43
2021/11/13 22:00,8.0,5.0,15.2,61.5,994.5,70.6332
2021/11/13 22:15,8.3,5.0,15.4,62.4,1009.5,70.73
2021/11/13 22:30,7.7,6.0,15.1,61.8,999.5,72.2674
2021/11/13 22:45,7.9,6.9,15.0,61.4,993.5,70.5654
2021/11/13 23:00,7.5,8.0,15.0,62.0,1002.7,65.5926
2021/11/13 23:15,7.4,8.9,14.8,61.6,997.2,67.7248
2021/11/13 23:30,7.6,9.1,14.9,63.6,1012.8,74.5941
2021/11/13 23:45,7.6,10.0,14.7,62.9,1002.0,76.5767
2021/11/14 0:00,7.8,11.1,14.7,64.4,1009.3,74.2262
2021/11/14 0:15,7.7,12.1,14.6,64.3,1007.8,73.5909
2021/11/14 0:30,7.6,11.0,14.4,64.2,1006.5,70.9702
2021/11/14 0:45,7.6,11.0,14.3,65.0,1002.8,67.8225
2021/11/14 1:00,7.8,9.9,14.1,64.4,993.5,68.1199
2021/11/14 1:15,7.8,10.0,14.2,65.0,1002.9,69.9838
2021/11/14 1:30,7.9,10.0,14.2,65.0,1002.8,73.2706
2021/11/14 1:45,8.3,10.0,14.1,65.0,1001.4,77.9733
2021/11/14 2:00,8.2,10.0,14.1,65.2,1005.0,71.4278
2021/11/14 2:15,8.0,10.0,14.1,64.8,998.7,66.6116
2021/11/14 2:30,7.9,10.1,14.1,65.6,1010.7,63.6662
2021/11/14 2:45,8.1,10.0,14.0,66.1,1004.1,64.9132
2021/11/14 3:00,8.5,10.9,13.8,65.4,992.9,64.5102
2021/11/14 3:15,8.5,11.0,14.0,66.2,1005.6,62.1861
2021/11/14 3:30,8.8,11.0,13.8,66.0,1001.3,64.6703
2021/11/14 3:45,8.4,11.0,13.7,67.2,1004.4,61.6282
2021/11/14 4:00,8.8,12.1,13.7,67.5,1009.8,59.1527
2021/11/14 4:15,8.6,12.0,13.6,66.9,1000.4,59.7291
2021/11/14 4:30,9.0,12.1,13.7,67.6,1010.5,60.0618
2021/11/14 4:45,9.1,11.9,13.4,67.4,993.6,65.2898
2021/11/14 5:00,8.8,12.0,13.5,68.0,1002.6,70.0533
2021/11/14 5:15,9.1,12.1,13.6,68.5,1010.1,69.6617
2021/11/14 5:30,9.0,12.9,13.4,67.5,994.9,73.9649
2021/11/14 5:45,9.0,14.1,13.5,68.3,1006.1,72.0606
2021/11/14 6:00,8.6,14.1,13.5,68.3,1006.9,70.4528
2021/11/14 6:15,8.9,14.0,13.4,68.0,1001.7,65.4834
2021/11/14 6:30,8.9,14.0,13.3,68.8,999.5,66.8914
2021/11/14 6:45,8.7,15.1,13.3,69.6,1010.4,65.8178
2021/11/14 7:00,8.8,15.0,13.1,69.9,1000.8,60.5167
2021/11/14 7:15,7.9,15.1,15.7,61.4,1009.2,58.4065
2021/11/14 7:30,8.0,17.0,15.6,62.0,1002.6,60.4498
2021/11/14 7:45,7.6,18.9,15.5,62.8,998.8,61.1846
2021/11/14 8:00,7.6,21.1,15.5,64.2,1004.7,56.4036
2021/11/14 8:15,7.4,21.1,15.7,64.4,1007.7,52.4014
2021/11/14 8:30,7.5,18.9,15.6,64.6,996.4,52.9857
2021/11/14 8:45,7.1,18.0,15.8,65.1,1002.8,45.0437
2021/11/14 9:00,7.0,15.0,15.9,66.0,1002.2,47.0562
2021/11/14 9:15,6.6,15.1,16.3,66.2,1005.4,39.4662
2021/11/14 9:30,6.5,16.0,16.6,65.1,1004.2,37.6983
2021/11/14 9:45,5.9,16.9,16.8,63.7,997.3,34.4626
2021/11/14 10:00,5.9,18.1,17.4,63.5,1009.7,31.9431
2021/11/14 10:15,5.4,19.0,17.7,63.0,1001.8,24.4614
2021/11/14 10:30,5.4,20.8,18.0,61.5,994.3,15.3234
2021/11/14 10:45,4.9,22.1,18.6,61.2,1004.8,12.9879
2021/11/14 11:00,4.6,24.9,18.8,59.8,998.5,10.1666
2021/11/14 11:15,4.7,26.1,19.4,59.2,1005.4,8.404
2021/11/14 11:30,4.5,28.7,19.5,57.5,993.3,5.6716
2021/11/14 11:45,4.1,30.2,20.2,57.5,1010.3,4.2495
2021/11/14 12:00,3.8,34.2,20.5,56.3,1007.7,1.5814
2021/11/14 12:15,3.7,34.9,20.6,54.8,998.8,3.7602
2021/11/14 12:30,3.5,34.9,20.8,54.8,998.2,1.4115
2021/11/14 12:45,3.1,34.7,20.8,54.5,991.1,0.0889
2021/11/14 13:00,2.9,35.7,21.0,54.6,993.8,0.0986
2021/11/14 13:15,2.8,35.8,21.3,54.7,996.0,0.0678
2021/11/14 13:30,2.8,32.0,21.5,55.0,1000.6,0.5614
2021/11/14 13:45,2.7,32.3,21.8,55.5,1008.9,0.477
2021/11/14 14:00,2.7,29.2,21.8,55.4,1006.9,0.5122
2021/11/14 14:15,2.9,27.8,21.6,54.7,993.8,0.4224
2021/11/14 14:30,2.9,27.0,21.7,55.0,1000.5,0.4602
2021/11/14 14:45,3.0,26.8,21.6,54.5,991.8,0.3995
2021/11/14 15:00,3.1,26.0,21.8,55.0,999.3,0.4162
2021/11/14 15:15,3.0,25.8,21.6,54.6,993.1,0.4462
2021/11/14 15:30,3.1,25.1,21.8,55.2,1003.0,0.4629
2021/11/14 15:45,3.3,21.8,21.4,54.5,991.3,0.4224
2021/11/14 16:00,3.4,21.8,21.3,54.6,992.6,0.4162
2021/11/14 16:15,3.3,21.2,21.6,56.4,1007.6,0.389
2021/11/14 16:30,3.7,18.9,21.0,57.7,995.5,0.367
2021/11/14 16:45,3.7,17.9,20.8,58.6,993.8,0.381
2021/11/14 17:00,3.5,15.9,20.5,60.6,993.7,0.2702
2021/11/14 17:15,4.0,15.1,20.4,62.2,1003.7,0.4778
2021/11/14 17:30,4.3,15.1,20.1,63.6,1009.8,0.6961
2021/11/14 17:45,4.5,16.0,19.5,62.9,998.6,6.5384
2021/11/14 18:00,4.9,16.0,19.1,64.0,999.6,9.9986
2021/11/14 18:15,5.2,15.1,19.0,64.6,1009.6,9.5348
2021/11/14 18:30,5.4,16.1,18.7,64.3,1005.2,10.2414
2021/11/14 18:45,5.3,16.9,18.3,64.7,994.8,11.5949
2021/11/14 19:00,5.3,18.1,18.3,65.2,1002.9,11.7366
2021/11/14 19:15,6.0,22.8,17.7,65.4,991.3,13.3443
2021/11/14 19:30,5.6,25.2,18.2,65.6,1009.2,11.3238
2021/11/14 19:45,5.5,28.1,18.2,65.2,1003.4,9.306
2021/11/14 20:00,5.8,29.2,18.3,64.5,1007.6,9.3931
2021/11/14 20:15,5.2,31.0,18.2,63.9,998.7,8.8475
2021/11/14 20:30,5.7,30.3,18.4,64.6,1008.7,7.4404
2021/11/14 20:45,5.4,28.8,18.1,63.6,995.2,6.3765
2021/11/14 21:00,5.6,28.2,18.4,64.5,1009.3,9.005
2021/11/14 21:15,5.7,29.0,18.2,64.0,1000.3,9.3342
2021/11/14 21:30,5.9,29.0,18.2,64.1,1002.7,7.4967
2021/11/14 21:45,5.7,29.8,18.0,63.6,994.7,8.3204
2021/11/14 22:00,5.8,30.0,18.1,64.0,1001.3,8.998
2021/11/14 22:15,6.0,30.2,18.2,64.5,1008.4,8.4779
2021/11/14 22:30,6.0,29.7,17.9,63.4,991.5,9.7108
2021/11/14 22:45,5.9,31.1,18.0,64.1,1002.7,10.1226
2021/11/14 23:00,6.0,30.8,17.9,63.6,994.3,11.1021
2021/11/14 23:15,6.4,27.3,18.2,64.6,1010.8,17.5824
2021/11/14 23:30,6.6,22.0,17.9,65.0,1000.3,22.1751
2021/11/14 23:45,7.0,16.8,17.7,64.4,991.4,25.131
2021/11/15 0:00,7.5,12.1,18.0,66.6,1009.8,23.8022
2021/11/15 0:15,7.8,9.9,17.5,67.6,994.6,22.0458
2021/11/15 0:30,8.3,10.0,17.3,71.3,1005.0,19.903
2021/11/15 0:45,8.4,10.0,16.8,74.9,999.2,17.4152
2021/11/15 1:00,9.0,9.0,16.5,78.4,1005.7,19.4612
2021/11/15 1:15,9.3,9.0,16.2,80.9,999.3,28.2313
2021/11/15 1:30,9.0,9.9,16.0,81.3,992.9,40.9807
2021/11/15 1:45,9.3,11.0,16.0,83.9,1000.1,45.9202
2021/11/15 2:00,8.8,10.9,15.8,84.3,992.6,42.9642
2021/11/15 2:15,9.0,12.0,15.8,86.0,1000.5,40.4747
2021/11/15 2:30,8.9,13.0,15.8,86.2,1003.5,44.5632
2021/11/15 2:45,8.3,13.9,15.6,86.4,994.6,58.2806
2021/11/15 3:00,8.9,15.1,15.8,87.8,1010.0,62.5574
2021/11/15 3:15,8.8,16.0,15.7,87.2,1003.6,67.4177
2021/11/15 3:30,8.1,15.9,15.6,86.6,995.9,73.0145
2021/11/15 3:45,8.7,16.9,15.5,87.6,995.4,74.6574
2021/11/15 4:00,8.5,18.1,15.7,88.5,1006.1,75.68
2021/11/15 4:15,8.6,14.0,16.1,86.0,999.5,78.2206
2021/11/15 4:30,8.4,14.1,16.1,87.4,1005.0,79.5203
2021/11/15 4:45,8.3,14.1,16.0,87.8,1008.8,80.0439
2021/11/15 5:00,8.5,15.0,15.8,87.9,999.2,79.4878
2021/11/15 5:15,8.2,15.0,15.7,88.2,1002.1,78.2364
2021/11/15 5:30,8.0,16.0,15.7,87.8,997.9,77.6494
2021/11/15 5:45,8.2,17.1,15.8,87.3,1004.0,80.5024
2021/11/15 6:00,8.1,17.8,15.5,86.1,990.2,81.8083
2021/11/15 6:15,8.3,18.0,15.7,86.9,999.2,80.9565
2021/11/15 6:30,7.9,18.8,15.5,86.2,991.3,79.1736
2021/11/15 6:45,8.0,19.9,15.4,87.5,994.9,77.359
2021/11/15 7:00,8.1,20.9,15.3,87.6,996.7,73.1597
2021/11/15 7:15,7.5,22.0,15.5,88.0,1000.6,73.9851
2021/11/15 7:30,7.4,22.0,15.6,88.1,1002.0,74.3802
2021/11/15 7:45,7.6,21.9,15.6,87.6,996.8,74.2456
2021/11/15 8:00,7.0,22.1,15.9,88.5,1006.9,71.6514
2021/11/15 8:15,6.8,23.1,16.0,88.3,1004.3,70.0058
2021/11/15 8:30,6.3,23.8,16.0,86.4,994.4,74.7648
2021/11/15 8:45,6.4,23.8,16.2,86.3,993.9,71.0706
2021/11/15 9:00,5.6,24.9,16.4,85.7,998.2,76.6022
2021/11/15 9:15,5.7,25.8,16.5,85.4,995.5,70.6376
2021/11/15 9:30,5.2,24.9,16.6,85.7,998.4,65.1411
2021/11/15 9:45,5.1,26.0,16.7,86.1,1002.7,59.8541
2021/11/15 10:00,5.4,25.8,16.7,85.5,996.1,56.2188
2021/11/15 10:15,5.2,28.1,17.1,85.3,1005.9,50.4249
2021/11/15 10:30,4.7,32.3,17.6,83.8,1011.5,46.9489
2021/11/15 10:45,4.6,36.1,18.0,82.3,1004.1,40.3656
2021/11/15 11:00,4.4,40.3,18.4,80.6,1008.6,23.4898
2021/11/15 11:15,4.5,43.4,18.9,78.7,1009.9,22.1487
2021/11/15 11:30,4.3,45.8,19.0,75.6,995.8,13.8776
2021/11/15 11:45,4.3,49.7,19.5,73.6,995.3,12.4828
2021/11/15 12:00,3.9,54.1,20.0,72.1,1002.4,8.9857
2021/11/15 12:15,3.8,55.1,20.2,71.2,1003.2,8.3785
2021/11/15 12:30,3.4,57.1,20.4,70.2,1003.5,7.5231
2021/11/15 12:45,3.1,56.8,20.3,69.8,996.7,5.9558
2021/11/15 13:00,3.1,58.4,20.3,68.3,990.6,5.2448
2021/11/15 13:15,2.9,62.2,20.7,69.3,1003.8,4.9016
2021/11/15 13:30,2.8,61.7,20.7,67.7,995.6,4.3842
2021/11/15 13:45,2.6,66.3,21.2,67.3,1004.4,1.7679
2021/11/15 14:00,2.5,67.5,21.4,66.4,1006.8,0.2438
2021/11/15 14:15,2.2,71.2,21.6,65.2,1002.7,0.528
2021/11/15 14:30,2.1,72.3,21.7,64.2,1003.7,0.6037
2021/11/15 14:45,2.1,74.4,21.5,62.5,990.8,0.2508
2021/11/15 15:00,1.8,76.8,21.7,61.8,996.1,0.4541
2021/11/15 15:15,1.8,83.5,21.7,61.6,993.3,0.4673
2021/11/15 15:30,2.1,87.7,22.0,62.5,1006.6,0.051
2021/11/15 15:45,2.0,89.4,21.7,60.6,992.4,0.2578
2021/11/15 16:00,2.0,92.3,21.6,60.5,991.6,0.0686
2021/11/15 16:15,2.2,95.9,21.7,60.9,997.7,0.6433
2021/11/15 16:30,2.1,97.1,21.4,61.5,990.2,0.5148
2021/11/15 16:45,2.3,100.8,21.6,63.5,1007.4,0.9152
2021/11/15 17:00,2.6,102.7,21.4,64.4,1005.8,1.8647
2021/11/15 17:15,2.6,104.0,21.0,65.0,998.9,2.7861
2021/11/15 17:30,2.8,106.9,20.9,67.6,1007.9,3.0439
2021/11/15 17:45,2.9,108.9,20.3,68.9,997.9,4.0163
2021/11/15 18:00,3.1,110.6,20.1,71.4,1004.7,4.5769
2021/11/15 18:15,3.2,111.2,19.5,72.4,991.5,5.4322
2021/11/15 18:30,3.1,111.4,19.1,74.6,993.8,6.0113
2021/11/15 18:45,3.1,112.6,18.7,76.7,995.5,8.485
2021/11/15 19:00,3.1,113.7,18.5,79.5,1004.8,10.4553
2021/11/15 19:15,1.8,90.0,18.9,75.0,999.1,11.3071
2021/11/15 19:30,1.7,90.7,18.9,75.6,1006.3,13.5819
2021/11/15 19:45,2.0,83.3,18.5,74.3,991.3,16.9532
2021/11/15 20:00,1.9,81.0,18.6,75.0,999.9,19.1594
2021/11/15 20:15,2.0,74.3,18.5,75.3,1003.6,23.5532
2021/11/15 20:30,2.1,69.8,18.2,75.8,997.3,25.6115
2021/11/15 20:45,2.4,68.5,18.2,76.6,1007.7,26.3023
2021/11/15 21:00,2.5,64.8,17.8,76.7,996.4,28.8006
2021/11/15 21:15,2.6,57.9,17.8,76.9,999.0,33.0959
2021/11/15 21:30,2.9,48.0,17.7,77.0,999.6,31.783
2021/11/15 21:45,3.0,41.3,17.8,77.6,1007.7,34.7996
2021/11/15 22:00,3.2,34.2,17.7,77.5,1007.0,39.7232
2021/11/15 22:15,3.6,30.1,17.7,77.2,1003.1,38.4252
2021/11/15 22:30,3.8,26.9,17.6,76.8,997.9,34.7996
2021/11/15 22:45,4.1,25.0,17.6,78.1,1000.7,37.9632
2021/11/15 23:00,4.5,24.2,17.8,78.7,1009.1,41.9118
2021/11/15 23:15,4.5,24.1,17.7,78.2,1002.4,42.4257
2021/11/15 23:30,4.7,25.1,17.9,78.3,1003.6,48.5936
2021/11/15 23:45,5.0,27.1,18.0,77.3,1003.6,47.1319
2021/11/16 0:00,5.0,27.9,17.9,76.6,995.3,42.8859
2021/11/16 0:15,4.8,29.1,18.0,77.2,1002.6,39.8332
2021/11/16 0:30,5.0,30.3,18.3,77.7,1009.5,35.6717
2021/11/16 0:45,5.2,30.3,18.3,76.7,1009.5,32.3066
2021/11/16 1:00,4.9,30.9,18.1,75.7,996.5,28.5498
2021/11/16 1:15,4.9,31.9,18.1,75.7,995.5,31.4741
2021/11/16 1:30,5.1,33.7,18.0,75.3,990.3,32.0945
2021/11/16 1:45,5.2,35.1,18.1,75.1,1001.6,34.3534
2021/11/16 2:00,5.2,37.2,18.2,75.3,1004.3,33.3291
2021/11/16 2:15,5.3,38.1,18.1,75.2,1002.2,35.5036
2021/11/16 2:30,5.2,37.8,18.0,74.6,994.7,40.128
2021/11/16 2:45,5.2,38.7,17.9,74.4,992.6,41.6557
2021/11/16 3:00,5.5,40.2,18.1,75.3,1004.6,50.8262
2021/11/16 3:15,5.4,40.6,17.8,74.3,990.9,57.0416
2021/11/16 3:30,4.9,42.8,17.8,74.7,995.4,58.119150000000005
2021/11/16 3:45,4.9,43.8,17.8,75.6,995.1,59.1967
2021/11/16 4:00,4.9,46.1,17.8,76.1,1001.6,56.4432
2021/11/16 4:15,5.2,48.2,17.9,76.3,1003.7,57.4983
2021/11/16 4:30,5.0,51.4,17.9,76.6,1008.1,56.21745
2021/11/16 4:45,5.0,52.7,17.7,75.6,994.9,54.9366
2021/11/16 5:00,5.0,56.5,17.9,76.6,1008.0,44.4884
2021/11/16 5:15,4.7,57.6,18.0,76.8,1009.9,32.2599
2021/11/16 5:30,4.7,55.9,17.8,75.9,998.6,32.2018
2021/11/16 5:45,5.1,56.6,18.1,76.7,1009.9,25.2366
2021/11/16 6:00,5.1,56.4,18.0,76.6,1008.0,24.5036
2021/11/16 6:15,5.2,55.8,17.8,75.7,996.5,25.6335
2021/11/16 6:30,5.1,57.8,17.8,75.8,997.0,22.6266
2021/11/16 6:45,5.2,59.4,18.0,76.5,1006.7,20.6668
2021/11/16 7:00,4.9,60.6,17.8,75.5,994.0,26.1061
2021/11/16 7:15,4.5,59.1,17.3,81.2,1002.0,28.5604
2021/11/16 7:30,4.6,56.5,17.3,79.3,991.4,28.4346
2021/11/16 7:45,4.7,58.6,17.7,80.8,1009.7,25.799
2021/11/16 8:00,4.5,57.0,17.6,79.0,999.4,17.2216
2021/11/16 8:15,4.5,56.5,17.6,78.3,991.4,21.523
2021/11/16 8:30,4.7,54.5,17.7,78.3,991.4,18.2864
2021/11/16 8:45,4.8,53.1,18.0,78.1,1002.7,16.5229
2021/11/16 9:00,4.5,51.7,18.0,77.6,995.8,16.3126
2021/11/16 9:15,4.4,51.8,18.1,76.6,996.3,17.2823
2021/11/16 9:30,4.6,54.5,18.2,75.3,991.5,13.9797
2021/11/16 9:45,4.3,58.4,18.8,75.6,1008.6,13.6004
2021/11/16 10:00,4.1,61.7,18.8,73.6,995.6,10.5662
2021/11/16 10:15,4.3,63.6,19.3,73.7,1010.4,9.5638
2021/11/16 10:30,3.9,62.5,19.4,72.6,1008.7,9.4846
2021/11/16 10:45,4.1,62.3,19.6,71.4,1006.5,7.443
2021/11/16 11:00,3.9,61.4,19.8,70.5,1007.4,10.5644
2021/11/16 11:15,4.1,60.7,19.8,68.7,996.2,11.7172
2021/11/16 11:30,3.9,61.5,20.2,69.5,1008.8,12.283
2021/11/16 11:45,3.8,58.1,20.2,68.1,1002.5,8.8546
2021/11/16 12:00,3.8,58.5,20.5,68.6,1010.4,10.0707
2021/11/16 12:15,3.8,57.4,20.3,67.3,991.3,7.7722
